cruise,station,time,latitude_degN,longitude_degE,bottom_depth_m,secchi_depth_m,year
4599,0688,2018-09-10 11:03:00+00:00,53.3185,-6.1387,9.0,1.5,2018
4599,0688,2021-07-21 10:05:00+00:00,55.1535,-7.6835,23.0,6.5,2021
4599,0689,2017-03-08 09:00:00+00:00,53.2675,-9.0453,5.0,1.5,2017
4599,0689,2018-01-29 13:02:00+00:00,53.343,-6.149,6.0,1.3,2018
4599,0689,2019-08-12 09:08:00+00:00,52.2563,-9.7392,1.0,0.4,2019
4599,0689,2021-07-21 10:24:00+00:00,55.163,-7.6988,23.0,6.5,2021
4599,0690,2015-08-18 13:49:00+00:00,53.1583,-8.948,2.0,0.8,2015
4599,0690,2017-03-08 13:00:00+00:00,53.2675,-9.0453,8.0,1.5,2017
4599,0690,2018-01-29 15:19:00+00:00,53.343,-6.149,6.0,1.8,2018
4599,0690,2019-08-12 10:42:00+00:00,53.343,-6.149,12.0,2.5,2019
4599,0691,2017-07-19 08:51:00+00:00,53.2675,-9.0453,5.0,4.0,2017
4599,0691,2018-03-13 11:41:00+00:00,53.343,-6.149,7.0,1.8,2018
4599,0691,2019-08-12 10:50:00+00:00,53.3432,-6.1742,10.0,1.5,2019
4599,0691,2021-07-21 10:42:00+00:00,55.1828,-7.7408,8.0,6.5,2021
4599,0692,2017-07-19 14:03:00+00:00,53.2675,-9.0453,8.0,3.8,2017
4599,0692,2018-03-13 12:25:00+00:00,53.3333,-6.137,7.0,1.8,2018
4599,0692,2019-08-12 11:11:00+00:00,52.2678,-9.8823,7.0,1.1,2019
4599,0692,2020-08-26 09:28:00+00:00,54.1293,-9.1402,3.0,0.3,2020
4599,0692,2021-07-21 10:48:00+00:00,55.1903,-7.7568,10.0,7.0,2021
4599,0693,2017-08-09 08:34:00+00:00,53.2675,-9.0453,8.0,2.5,2017
4599,0693,2018-06-25 11:26:00+00:00,53.3333,-6.137,8.0,5.5,2018
4599,0693,2019-08-12 11:29:00+00:00,53.3438,-6.1952,11.0,1.8,2019
4599,0693,2020-08-26 09:41:00+00:00,54.1323,-9.1383,3.0,0.3,2020
4599,0693,2021-07-21 11:00:00+00:00,55.1887,-7.7778,11.0,7.0,2021
4599,0694,2017-08-09 14:11:00+00:00,53.2675,-9.0453,6.0,3.0,2017
4599,0694,2018-06-26 14:45:00+00:00,53.343,-6.149,7.0,3.0,2018
4599,0694,2019-08-12 11:29:00+00:00,52.2705,-9.8562,4.0,1.5,2019
4599,0694,2020-08-26 09:47:00+00:00,54.1382,-9.1382,4.0,0.3,2020
4599,0694,2021-07-21 11:14:00+00:00,55.2057,-7.8058,12.0,7.5,2021
4599,0695,2017-09-19 13:49:00+00:00,53.2675,-9.0453,6.0,2.0,2017
4599,0695,2018-07-23 10:24:00+00:00,53.3333,-6.137,9.0,3.0,2018
4599,0695,2019-08-12 11:30:00+00:00,53.3438,-6.1952,11.0,1.8,2019
4599,0695,2020-08-26 09:55:00+00:00,54.1495,-9.1397,4.0,0.4,2020
4599,0695,2021-07-21 11:25:00+00:00,55.2193,-7.7977,15.0,7.5,2021
4599,0696,2017-07-17 11:09:00+00:00,53.2667,-9.7413,16.0,10.5,2017
4599,0696,2018-07-24 09:00:00+00:00,53.343,-6.149,9.0,4.5,2018
4599,0696,2019-08-12 11:31:00+00:00,52.2705,-9.8562,4.0,1.5,2019
4599,0696,2020-08-26 10:01:00+00:00,54.1607,-9.1383,4.0,0.5,2020
4599,0697,2017-02-20 08:07:00+00:00,53.3033,-6.1152,12.0,2.5,2017
4599,0697,2018-08-22 08:12:00+00:00,53.343,-6.149,11.0,1.5,2018
4599,0697,2019-08-12 11:34:00+00:00,53.3455,-6.2248,5.0,1.2,2019
4599,0697,2020-08-26 10:12:00+00:00,54.1708,-9.1373,4.0,0.8,2020
4599,0697,2021-07-21 11:47:00+00:00,55.2482,-7.7778,8.0,7.5,2021
4599,0698,2017-06-19 08:45:00+00:00,53.3033,-6.1152,13.0,4.3,2017
4599,0698,2018-09-10 10:45:00+00:00,53.3333,-6.137,8.0,1.5,2018
4599,0698,2019-08-12 12:03:00+00:00,53.3478,-6.2517,4.0,1.2,2019
4599,0698,2020-08-26 10:24:00+00:00,54.1857,-9.1378,3.0,0.8,2020
4599,0699,2017-07-24 10:15:00+00:00,53.3033,-6.1152,13.0,6.0,2017
4599,0699,2018-01-29 12:42:00+00:00,53.343,-6.1742,3.0,0.8,2018
4599,0699,2019-08-12 12:07:00+00:00,52.2722,-9.8223,2.0,0.5,2019
4599,0699,2020-08-26 10:25:00+00:00,54.1933,-9.1308,4.0,2.8,2020
4599,0700,2015-07-21 11:21:00+00:00,53.1665,-8.9565,5.0,4.5,2015
4599,0700,2017-08-21 09:58:00+00:00,53.3033,-6.1152,13.0,2.3,2017
4599,0700,2018-01-29 15:04:00+00:00,53.343,-6.1742,3.0,0.8,2018
4599,0700,2019-08-12 12:20:00+00:00,53.3452,-6.2732,3.0,1.9,2019
4599,0700,2020-08-26 10:44:00+00:00,54.2008,-9.1357,4.0,2.8,2020
4599,0701,2017-03-07 12:15:00+00:00,53.3122,-9.6898,13.0,6.5,2017
4599,0701,2018-03-13 11:24:00+00:00,53.343,-6.1742,7.0,1.3,2018
4599,0701,2019-08-12 12:22:00+00:00,52.2628,-9.8233,4.0,1.3,2019
4599,0701,2020-08-26 12:37:00+00:00,54.1323,-9.1383,3.0,0.4,2020
4599,0702,2017-06-14 11:02:00+00:00,53.3122,-9.6898,11.0,7.0,2017
4599,0702,2018-06-26 14:28:00+00:00,53.343,-6.1742,4.0,1.5,2018
4599,0702,2019-08-12 12:23:00+00:00,53.3452,-6.2732,3.0,1.9,2019
4599,0702,2020-08-26 12:40:00+00:00,54.1382,-9.1382,4.0,0.4,2020
4599,0703,2017-07-17 11:38:00+00:00,53.3122,-9.6898,12.0,8.5,2017
4599,0703,2018-06-26 15:57:00+00:00,53.343,-6.1742,4.0,1.5,2018
4599,0703,2019-08-12 12:24:00+00:00,52.2628,-9.8233,4.0,1.3,2019
4599,0703,2020-08-26 12:46:00+00:00,54.1495,-9.1397,4.0,0.3,2020
4599,0703,2021-07-22 10:23:00+00:00,54.9642,-7.6603,1.0,0.3,2021
4599,0704,2017-09-28 10:30:00+00:00,53.3122,-9.6898,15.0,8.0,2017
4599,0704,2018-07-24 09:24:00+00:00,53.343,-6.1742,5.0,1.8,2018
4599,0704,2020-08-26 12:53:00+00:00,54.1607,-9.1383,4.0,0.4,2020
4599,0704,2021-07-22 10:36:00+00:00,54.9827,-7.6393,2.0,0.3,2021
4599,0705,2011-09-28 07:05:00+00:00,55.0463,-7.6325,4.0,1.2,2011
4599,0705,2017-07-17 10:40:00+00:00,53.3058,-9.7317,30.0,10.5,2017
4599,0705,2018-07-24 14:25:00+00:00,53.343,-6.1742,5.0,1.5,2018
4599,0705,2019-08-12 12:43:00+00:00,52.2628,-9.7933,2.0,1.2,2019
4599,0705,2020-08-26 13:03:00+00:00,54.1708,-9.1373,4.0,0.5,2020
4599,0705,2021-07-22 10:52:00+00:00,55.0117,-7.5783,6.0,2.5,2021
4599,0706,2017-09-28 10:08:00+00:00,53.3058,-9.7317,26.0,7.5,2017
4599,0706,2018-08-22 08:27:00+00:00,53.343,-6.1742,9.0,1.3,2018
4599,0706,2019-08-12 12:59:00+00:00,52.2702,-9.7858,2.0,1.0,2019
4599,0706,2021-07-22 11:04:00+00:00,55.0253,-7.5443,13.0,2.3,2021
4599,0707,2017-02-20 08:26:00+00:00,53.3247,-6.0802,18.0,2.0,2017
4599,0707,2018-08-22 13:24:00+00:00,53.343,-6.1742,6.0,1.3,2018
4599,0707,2019-08-12 13:10:00+00:00,53.3573,-6.2103,3.0,1.3,2019
4599,0707,2021-07-22 11:15:00+00:00,55.0405,-7.5447,7.0,3.0,2021
4599,0708,2017-06-19 09:10:00+00:00,53.3247,-6.0802,14.0,4.0,2017
4599,0708,2018-01-29 12:26:00+00:00,53.3438,-6.1952,4.0,1.3,2018
4599,0708,2019-08-12 13:24:00+00:00,53.3535,-6.1912,2.0,1.5,2019
4599,0708,2021-07-22 11:24:00+00:00,54.285,-8.4928,2.0,1.3,2021
4599,0709,2010-05-27 07:09:00+00:00,54.84,-8.35,3.0,2.3,2010
4599,0709,2017-07-24 10:31:00+00:00,53.3247,-6.0802,9.0,4.5,2017
4599,0709,2018-01-29 14:48:00+00:00,53.3438,-6.1952,3.0,0.8,2018
4599,0709,2020-09-07 08:55:00+00:00,53.2675,-9.0453,4.0,1.2,2020
4599,0709,2021-07-22 11:25:00+00:00,55.0592,-7.5578,7.0,3.0,2021
4599,0710,2017-08-21 10:23:00+00:00,53.3247,-6.0802,16.0,2.3,2017
4599,0710,2018-06-26 14:01:00+00:00,53.3438,-6.1952,10.0,2.0,2018
4599,0710,2020-09-07 09:02:00+00:00,51.6012,-8.8503,5.0,3.0,2020
4599,0710,2021-07-22 11:35:00+00:00,54.2903,-8.4992,2.0,1.0,2021
4599,0711,2011-07-28 07:11:00+00:00,54.844,-8.3162,5.0,1.1,2011
4599,0711,2015-02-09 12:24:00+00:00,53.1718,-8.9657,7.0,4.5,2015
4599,0711,2017-02-20 09:28:00+00:00,53.3317,-6.1162,11.0,2.5,2017
4599,0711,2018-06-26 15:42:00+00:00,53.3438,-6.1952,6.0,2.0,2018
4599,0711,2019-08-12 14:12:00+00:00,53.343,-6.149,10.0,2.3,2019
4599,0711,2021-07-22 11:40:00+00:00,55.0767,-7.5522,19.0,3.8,2021
4599,0712,2007-02-12 07:12:00+00:00,55.0117,-7.5783,10.0,3.0,2007
4599,0712,2007-02-12 07:12:00+00:00,55.1145,-7.5018,20.0,5.5,2007
4599,0712,2015-02-09 12:38:00+00:00,53.1765,-8.9612,6.0,5.5,2015
4599,0712,2017-06-19 09:28:00+00:00,53.3317,-6.1162,11.0,0.0,2017
4599,0712,2018-07-24 10:26:00+00:00,53.3438,-6.1952,5.0,1.8,2018
4599,0712,2019-08-12 14:18:00+00:00,52.2705,-9.8562,4.0,1.5,2019
4599,0712,2020-09-07 09:17:00+00:00,53.2607,-9.0377,7.0,1.5,2020
4599,0712,2021-07-22 11:51:00+00:00,54.2993,-8.5158,3.0,1.5,2021
4599,0713,2010-02-02 07:13:00+00:00,53.1583,-8.948,5.0,2.5,2010
4599,0713,2015-02-09 14:55:00+00:00,53.1718,-8.9657,6.0,4.5,2015
4599,0713,2017-07-24 11:22:00+00:00,53.3317,-6.1162,11.0,4.5,2017
4599,0713,2018-08-22 08:43:00+00:00,53.3438,-6.1952,12.0,1.3,2018
4599,0713,2019-08-12 14:33:00+00:00,52.2722,-9.8223,4.0,2.0,2019
4599,0713,2020-09-07 09:35:00+00:00,53.254,-9.0387,11.0,1.5,2020
4599,0713,2021-07-22 11:52:00+00:00,55.0938,-7.5245,17.0,3.8,2021
4599,0714,2015-06-16 12:05:00+00:00,53.1718,-8.9657,5.0,3.8,2015
4599,0714,2017-08-21 11:05:00+00:00,53.3317,-6.1162,13.0,2.3,2017
4599,0714,2018-08-22 13:12:00+00:00,53.3438,-6.1952,10.0,1.0,2018
4599,0714,2019-08-12 14:35:00+00:00,53.3432,-6.1742,10.0,1.5,2019
4599,0714,2020-09-07 09:57:00+00:00,53.2507,-9.0495,8.0,1.8,2020
4599,0714,2021-07-22 12:07:00+00:00,54.2998,-8.5395,2.0,2.0,2021
4599,0715,2015-06-16 12:22:00+00:00,53.1765,-8.9612,6.0,4.0,2015
4599,0715,2017-02-20 08:59:00+00:00,53.3185,-6.1387,10.0,2.0,2017
4599,0715,2018-06-26 13:33:00+00:00,53.3455,-6.2248,8.0,1.3,2018
4599,0715,2019-08-12 14:35:00+00:00,52.2722,-9.8223,4.0,2.0,2019
4599,0715,2020-09-07 10:26:00+00:00,53.258,-8.9695,5.0,1.5,2020
4599,0715,2021-07-22 12:26:00+00:00,54.3043,-8.5768,8.0,4.0,2021
4599,0716,2015-06-16 15:31:00+00:00,53.1718,-8.9657,7.0,4.5,2015
4599,0716,2017-06-19 10:54:00+00:00,53.3185,-6.1387,8.0,4.0,2017
4599,0716,2018-06-26 15:20:00+00:00,53.3455,-6.2248,8.0,0.8,2018
4599,0716,2019-08-12 14:36:00+00:00,53.3432,-6.1742,10.0,1.5,2019
4599,0716,2021-07-22 12:46:00+00:00,54.3188,-8.6043,6.0,4.0,2021
4599,0717,2015-07-21 11:41:00+00:00,53.1718,-8.9657,6.0,4.5,2015
4599,0717,2017-07-24 12:33:00+00:00,53.3185,-6.1387,10.0,5.0,2017
4599,0717,2018-07-24 10:49:00+00:00,53.3455,-6.2248,9.0,1.3,2018
4599,0717,2019-08-12 14:46:00+00:00,52.2628,-9.8233,4.0,1.6,2019
4599,0717,2020-09-07 10:51:00+00:00,53.2522,-9.0137,5.0,1.5,2020
4599,0718,2011-09-29 07:18:00+00:00,54.633,-8.4397,11.0,3.5,2011
4599,0718,2015-07-21 15:25:00+00:00,53.1718,-8.9657,6.0,4.2,2015
4599,0718,2017-08-21 12:20:00+00:00,53.3185,-6.1387,11.0,2.5,2017
4599,0718,2018-07-24 14:00:00+00:00,53.3455,-6.2248,9.0,1.8,2018
4599,0718,2019-08-12 14:48:00+00:00,53.3438,-6.1952,10.0,1.2,2019
4599,0718,2020-09-07 11:18:00+00:00,53.254,-9.0387,8.0,1.8,2020
4599,0718,2021-07-22 13:16:00+00:00,54.3138,-8.651,17.0,7.0,2021
4599,0719,2011-09-28 07:19:00+00:00,55.0543,-7.6172,5.0,1.0,2011
4599,0719,2015-07-21 15:51:00+00:00,53.1765,-8.9612,5.0,4.5,2015
4599,0719,2017-03-07 12:45:00+00:00,53.331,-9.6023,15.0,3.8,2017
4599,0719,2018-08-22 09:00:00+00:00,53.3455,-6.2248,9.0,1.5,2018
4599,0719,2019-08-12 14:48:00+00:00,52.2628,-9.8233,4.0,1.6,2019
4599,0719,2020-09-07 11:35:00+00:00,53.2607,-9.0377,6.0,1.5,2020
4599,0719,2021-07-22 13:46:00+00:00,54.2647,-8.6402,6.0,6.5,2021
4599,0720,2015-08-18 10:34:00+00:00,53.1718,-8.9657,8.0,7.4,2015
4599,0720,2017-06-14 11:31:00+00:00,53.331,-9.6023,21.0,7.0,2017
4599,0720,2018-08-22 13:00:00+00:00,53.3455,-6.2248,9.0,1.8,2018
4599,0720,2019-08-12 14:49:00+00:00,53.3438,-6.1952,10.0,1.2,2019
4599,0720,2020-09-07 11:54:00+00:00,53.2675,-9.0453,5.0,1.5,2020
4599,0720,2021-07-22 14:08:00+00:00,54.9487,-7.7137,1.0,0.3,2021
4599,0721,2015-08-18 11:00:00+00:00,53.1765,-8.9612,9.0,7.4,2015
4599,0721,2017-07-17 12:04:00+00:00,53.331,-9.6023,20.0,7.8,2017
4599,0721,2018-01-29 12:04:00+00:00,53.3478,-6.2517,6.0,0.8,2018
4599,0721,2019-08-12 15:00:00+00:00,53.3455,-6.2248,5.0,1.3,2019
4599,0721,2021-07-22 14:23:00+00:00,54.9533,-7.699,1.0,0.3,2021
4599,0722,2017-09-28 10:55:00+00:00,53.331,-9.6023,24.0,5.5,2017
4599,0722,2018-01-29 14:24:00+00:00,53.3478,-6.2517,3.0,0.8,2018
4599,0722,2019-08-12 15:00:00+00:00,52.2628,-9.7933,3.0,1.6,2019
4599,0722,2020-09-08 08:51:00+00:00,53.1447,-8.9392,4.0,1.5,2020
4599,0722,2021-07-22 14:55:00+00:00,54.278,-8.4823,3.0,1.0,2021
4599,0723,2015-02-12 13:54:00+00:00,53.1873,-9.1817,23.0,5.3,2015
4599,0723,2017-02-20 09:13:00+00:00,53.3333,-6.137,7.0,2.2,2017
4599,0723,2018-06-26 13:03:00+00:00,53.3478,-6.2517,4.0,1.3,2018
4599,0723,2019-08-12 15:01:00+00:00,53.3455,-6.2248,5.0,1.3,2019
4599,0723,2020-09-08 08:52:00+00:00,51.6397,-8.7163,4.0,3.0,2020
4599,0723,2021-07-22 15:05:00+00:00,54.285,-8.4928,4.0,1.3,2021
4599,0724,2015-02-12 14:23:00+00:00,53.202,-9.1227,18.0,4.8,2015
4599,0724,2017-02-21 13:51:00+00:00,53.343,-6.149,4.0,1.5,2017
4599,0724,2018-07-24 12:03:00+00:00,53.3478,-6.2517,6.0,1.8,2018
4599,0724,2019-08-12 15:02:00+00:00,52.2628,-9.7933,3.0,1.6,2019
4599,0724,2021-07-22 15:13:00+00:00,54.2903,-8.4992,5.0,1.5,2021
4599,0725,2010-05-26 07:25:00+00:00,54.9568,-7.6832,2.0,0.8,2010
4599,0725,2015-02-12 12:43:00+00:00,53.2327,-9.1542,18.0,4.0,2015
4599,0725,2017-06-19 10:39:00+00:00,53.3333,-6.137,7.0,3.3,2017
4599,0725,2018-07-24 13:43:00+00:00,53.3478,-6.2517,4.0,1.8,2018
4599,0725,2019-08-12 15:13:00+00:00,52.2702,-9.7858,3.0,1.0,2019
4599,0725,2021-07-22 15:25:00+00:00,54.2993,-8.5158,6.0,2.3,2021
4599,0726,2007-02-12 07:26:00+00:00,55.0767,-7.5522,22.0,5.8,2007
4599,0726,2015-06-18 12:58:00+00:00,53.2327,-9.1542,16.0,5.0,2015
4599,0726,2017-06-19 11:15:00+00:00,53.343,-6.149,7.0,2.3,2017
4599,0726,2018-08-22 10:47:00+00:00,53.3478,-6.2517,6.0,1.3,2018
4599,0726,2019-08-13 09:00:00+00:00,53.3565,-6.0767,13.0,2.3,2019
4599,0726,2020-09-08 09:16:00+00:00,51.6453,-8.7518,2.0,2.0,2020
4599,0726,2021-07-22 15:39:00+00:00,54.2998,-8.5395,4.0,4.0,2021
4599,0727,2015-07-23 13:21:00+00:00,53.2327,-9.1542,17.0,6.5,2015
4599,0727,2017-07-24 12:20:00+00:00,53.3333,-6.137,9.0,4.5,2017
4599,0727,2018-06-26 12:48:00+00:00,53.3452,-6.273,4.0,1.5,2018
4599,0727,2019-08-13 09:31:00+00:00,53.3247,-6.0802,16.0,2.4,2019
4599,0727,2020-09-08 09:16:00+00:00,51.6453,-8.7518,2.0,2.0,2020
4599,0727,2021-07-26 07:35:00+00:00,51.8707,-9.5815,9.0,2.8,2021
4599,0728,2015-02-12 11:24:00+00:00,53.2375,-9.034,7.0,4.3,2015
4599,0728,2017-07-26 08:49:00+00:00,53.343,-6.149,7.0,1.5,2017
4599,0728,2018-07-24 11:52:00+00:00,53.3452,-6.273,3.0,1.8,2018
4599,0728,2019-08-13 09:52:00+00:00,53.3033,-6.1152,14.0,2.4,2019
4599,0728,2020-09-08 09:17:00+00:00,53.1483,-8.9402,3.0,1.5,2020
4599,0728,2021-07-26 07:52:00+00:00,51.8727,-9.5888,4.0,3.5,2021
4599,0729,2015-06-18 11:20:00+00:00,53.2375,-9.034,7.0,3.5,2015
4599,0729,2017-08-21 12:04:00+00:00,53.3333,-6.137,9.0,2.5,2017
4599,0729,2018-08-22 10:34:00+00:00,53.3452,-6.273,4.0,1.3,2018
4599,0729,2019-08-13 10:06:00+00:00,53.3317,-6.1162,10.0,2.8,2019
4599,0729,2020-09-08 09:26:00+00:00,51.6417,-8.7627,2.0,1.0,2020
4599,0729,2021-07-26 08:08:00+00:00,51.8698,-9.6058,4.0,3.5,2021
4599,0730,2012-06-28 07:30:00+00:00,51.8953,-8.4692,3.0,0.0,2012
4599,0730,2015-07-23 12:11:00+00:00,53.2375,-9.034,6.0,3.8,2015
4599,0730,2017-08-22 07:15:00+00:00,53.343,-6.149,11.0,1.5,2017
4599,0730,2018-06-26 12:32:00+00:00,53.3473,-6.2917,3.0,1.8,2018
4599,0730,2019-08-13 10:28:00+00:00,52.483,-9.6817,3.0,1.0,2019
4599,0730,2020-09-08 09:33:00+00:00,53.1583,-8.9478,6.0,1.8,2020
4599,0730,2021-07-26 08:29:00+00:00,51.8588,-9.6342,7.0,4.3,2021
4599,0731,2015-08-20 11:13:00+00:00,53.2375,-9.034,9.0,6.5,2015
4599,0731,2017-08-22 12:26:00+00:00,53.343,-6.149,8.0,2.5,2017
4599,0731,2019-08-13 10:30:00+00:00,53.3185,-6.1387,8.0,2.5,2019
4599,0731,2020-09-08 09:35:00+00:00,51.6445,-8.7628,4.0,1.5,2020
4599,0731,2021-07-26 08:44:00+00:00,51.8448,-9.6513,5.0,4.0,2021
4599,0732,2015-02-12 11:39:00+00:00,53.2363,-9.0602,11.0,5.3,2015
4599,0732,2017-02-21 08:49:00+00:00,53.343,-6.1742,4.0,1.8,2017
4599,0732,2018-08-22 10:22:00+00:00,53.3473,-6.2917,2.0,0.8,2018
4599,0732,2019-08-13 10:35:00+00:00,53.3333,-6.137,8.0,2.3,2019
4599,0732,2020-09-08 09:57:00+00:00,51.6357,-8.6963,5.0,4.0,2020
4599,0732,2021-07-26 09:01:00+00:00,51.8477,-9.6872,17.0,6.0,2021
4599,0733,2015-06-18 11:37:00+00:00,53.2363,-9.0602,8.0,3.0,2015
4599,0733,2017-02-21 13:37:00+00:00,53.343,-6.1742,3.0,1.5,2017
4599,0733,2018-03-13 10:38:00+00:00,53.3565,-6.0767,12.0,1.5,2018
4599,0733,2019-08-13 10:53:00+00:00,53.35,-6.1367,7.0,2.4,2019
4599,0733,2020-09-08 10:01:00+00:00,53.1613,-8.9647,4.0,2.0,2020
4599,0733,2021-07-26 10:25:00+00:00,51.8707,-9.5815,9.0,2.8,2021
4599,0734,2015-07-23 12:29:00+00:00,53.2363,-9.0602,9.0,5.0,2015
4599,0734,2017-06-19 11:32:00+00:00,53.343,-6.1742,10.0,2.0,2017
4599,0734,2018-06-25 09:48:00+00:00,53.3565,-6.0767,11.0,6.0,2018
4599,0734,2019-08-13 11:06:00+00:00,53.3517,-6.1108,9.0,2.1,2019
4599,0735,2009-07-23 07:35:00+00:00,53.8875,-9.5855,8.0,3.3,2009
4599,0735,2015-08-20 11:38:00+00:00,53.2363,-9.0602,11.0,6.0,2015
4599,0735,2019-08-13 11:23:00+00:00,52.4748,-9.6377,2.0,0.2,2019
4599,0735,2020-09-08 10:15:00+00:00,51.6423,-8.6738,4.0,4.0,2020
4599,0736,2012-05-31 07:36:00+00:00,54.633,-8.4397,8.0,6.8,2012
4599,0736,2015-02-12 11:57:00+00:00,53.2497,-9.0812,8.0,3.8,2015
4599,0736,2018-09-10 09:33:00+00:00,53.3565,-6.0767,10.0,1.3,2018
4599,0736,2019-08-13 11:33:00+00:00,52.4693,-9.6332,4.0,0.5,2019
4599,0736,2020-09-08 10:24:00+00:00,51.636,-8.6733,5.0,4.0,2020
4599,0736,2021-07-26 11:12:00+00:00,51.8588,-9.6342,4.0,3.3,2021
4599,0737,2010-07-27 07:37:00+00:00,53.1447,-8.939,3.0,2.4,2010
4599,0737,2015-06-18 12:00:00+00:00,53.2497,-9.0812,7.0,5.0,2015
4599,0737,2017-07-26 09:05:00+00:00,53.343,-6.1742,9.0,1.0,2017
4599,0737,2018-03-13 12:08:00+00:00,53.3517,-6.1108,9.0,1.5,2018
4599,0737,2019-08-13 11:48:00+00:00,52.4565,-9.6272,3.0,0.6,2019
4599,0737,2020-09-08 10:24:00+00:00,53.1667,-8.9565,4.0,2.5,2020
4599,0738,2010-05-26 07:38:00+00:00,54.9487,-7.7137,3.0,0.5,2010
4599,0738,2010-08-26 07:38:00+00:00,54.216,-8.5137,1.0,0.3,2010
4599,0738,2015-07-23 14:46:00+00:00,53.2497,-9.0812,8.0,4.0,2015
4599,0738,2017-07-26 13:01:00+00:00,53.343,-6.1742,6.0,3.0,2017
4599,0738,2018-06-25 10:44:00+00:00,53.3517,-6.1108,10.0,4.0,2018
4599,0738,2019-08-13 11:59:00+00:00,52.4467,-9.6257,1.0,0.4,2019
4599,0738,2020-09-08 10:24:00+00:00,51.636,-8.6733,5.0,4.0,2020
4599,0738,2021-07-27 08:11:00+00:00,51.8273,-9.7587,21.0,8.0,2021
4599,0739,2009-07-01 07:39:00+00:00,54.633,-8.4397,8.0,2.7,2009
4599,0739,2011-09-29 07:39:00+00:00,54.6347,-8.4397,12.0,3.8,2011
4599,0739,2013-08-27 07:39:00+00:00,52.4693,-9.6332,4.0,1.3,2013
4599,0739,2015-08-20 11:59:00+00:00,53.2497,-9.0812,8.0,5.5,2015
4599,0739,2017-08-22 07:29:00+00:00,53.343,-6.1742,4.0,1.3,2017
4599,0739,2018-07-23 09:57:00+00:00,53.3517,-6.1108,9.0,2.5,2018
4599,0739,2019-08-13 12:23:00+00:00,52.4322,-9.6372,2.0,0.4,2019
4599,0739,2020-09-08 10:38:00+00:00,51.6258,-8.6727,10.0,5.0,2020
4599,0739,2021-07-29 10:47:00+00:00,54.633,-8.4397,9.0,5.3,2021
4599,0740,2007-06-21 07:40:00+00:00,54.9827,-7.6393,3.0,1.5,2007
4599,0740,2007-07-24 07:40:00+00:00,55.0767,-7.5522,17.0,4.8,2007
4599,0740,2008-08-11 07:40:00+00:00,53.2675,-9.0453,6.0,3.0,2008
4599,0740,2015-02-12 12:15:00+00:00,53.2355,-9.1063,14.0,4.5,2015
4599,0740,2017-08-22 12:09:00+00:00,53.343,-6.1742,4.0,0.8,2017
4599,0740,2018-09-10 10:02:00+00:00,53.3517,-6.1108,9.0,1.3,2018
4599,0740,2019-08-13 12:37:00+00:00,53.3588,-6.2292,2.0,0.5,2019
4599,0740,2020-09-08 10:43:00+00:00,53.1718,-8.9657,8.0,2.5,2020
4599,0740,2021-07-29 11:03:00+00:00,54.6347,-8.4397,11.0,6.3,2021
4599,0741,2015-06-18 12:24:00+00:00,53.2355,-9.1063,10.0,5.0,2015
4599,0741,2017-02-21 09:04:00+00:00,53.3438,-6.1952,9.0,1.5,2017
4599,0741,2018-03-13 11:54:00+00:00,53.35,-6.1367,6.0,1.5,2018
4599,0741,2019-08-13 14:12:00+00:00,52.4357,-9.597,3.0,0.4,2019
4599,0741,2020-09-08 11:11:00+00:00,53.1765,-8.9612,8.0,2.0,2020
4599,0742,2009-05-26 07:42:00+00:00,53.886,-9.558,3.0,1.3,2009
4599,0742,2013-05-29 07:42:00+00:00,52.2678,-9.8823,10.0,1.3,2013
4599,0742,2015-07-23 12:56:00+00:00,53.2355,-9.1063,11.0,5.0,2015
4599,0742,2017-02-21 12:26:00+00:00,53.3438,-6.1952,10.0,1.5,2017
4599,0742,2018-06-25 11:07:00+00:00,53.35,-6.1367,7.0,4.3,2018
4599,0742,2019-08-13 14:38:00+00:00,52.4217,-9.5668,1.0,0.6,2019
4599,0742,2020-09-08 11:42:00+00:00,53.1663,-8.9447,5.0,1.5,2020
4599,0742,2021-07-29 11:27:00+00:00,54.6357,-8.4348,8.0,6.8,2021
4599,0743,2015-08-20 12:24:00+00:00,53.2355,-9.1063,14.0,6.0,2015
4599,0743,2017-06-19 11:47:00+00:00,53.3438,-6.1952,10.0,2.3,2017
4599,0743,2018-07-23 10:09:00+00:00,53.35,-6.1367,7.0,3.0,2018
4599,0743,2019-08-13 15:33:00+00:00,52.4322,-9.6372,2.0,0.5,2019
4599,0743,2021-07-29 11:37:00+00:00,54.628,-8.4355,15.0,8.8,2021
4599,0744,2018-09-10 10:23:00+00:00,53.35,-6.1367,7.0,1.3,2018
4599,0744,2019-08-13 15:55:00+00:00,52.4467,-9.6257,1.0,0.2,2019
4599,0744,2021-07-29 11:40:00+00:00,54.6317,-8.4373,12.0,7.0,2021
4599,0745,2012-05-21 07:45:00+00:00,54.2537,-8.5908,6.0,4.5,2012
4599,0745,2015-06-18 13:32:00+00:00,53.2393,-9.215,18.0,7.0,2015
4599,0745,2017-07-26 09:28:00+00:00,53.3438,-6.1952,4.0,2.0,2017
4599,0745,2019-08-13 16:06:00+00:00,52.4565,-9.6272,3.0,0.5,2019
4599,0745,2021-07-29 12:04:00+00:00,54.6218,-8.4398,15.0,8.5,2021
4599,0746,2012-05-15 07:46:00+00:00,53.2675,-9.0453,5.0,2.5,2012
